0,1,2,3
"FED accidently admits US on verge of recession.

Shocking? No. Anyone awake has known what has been awaiting us. (T… https://t.co/fnUwRimsmT",2023-04-30 17:36:59+00:00,WI_WLMFren,Wisconsin
@DonMiami3 Look at 1946 for better comparison. For 4 years the entire economy was war focused only the nessasary co… https://t.co/7LDQ6lJl5g,2023-04-30 17:36:51+00:00,peytontaylorc,"Birmingham, AL"
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/idLqSurlzm",2023-04-30 17:35:00+00:00,iambatmandoug,"Lincoln, NE"
"Sunday, April 30,  2023. For 830
straight days, Joe Biden, aka #PedoPeter per HB, is STILL the WORST PRESIDENT EVER… https://t.co/5gUVQH0qMH",2023-04-30 17:31:11+00:00,rivermutt,"Jackson, TN"
"Fucking #Powell is TRYING 2 put us n2 a recession!

""The US central bank is likely to take this decision despite gr… https://t.co/xACrRQ0E09",2023-04-30 17:23:29+00:00,RealNoraC,Kentucky
"Can you please list the accomplishments you speak of? 
Unemployment
High gas prices
Higher utilities
Country headed… https://t.co/LzTESYbf6X",2023-04-30 17:17:13+00:00,jwingo9,springfield mo
It’s already to late for a talk of recession the bottom half are living on credit for groceries the the 20% are abo… https://t.co/9xrUBFc12B,2023-04-30 17:12:27+00:00,EdwardsRahmn, TEXAS 
"@Jbandz2t Don’t have to with a recession, seller set price or what they gonna take.",2023-04-30 17:07:23+00:00,abond23_bond,United States
@realBitcoinaire A recession is obvious and expected. Doesn’t mean it will be Great Depression 2.0,2023-04-30 17:06:44+00:00,JoeCarlasare,"Illinois, USA"
"@DashDobrofsky There are no accomplishments.  The results of his policies are recession, record inflation, a porous… https://t.co/KWTHry26ls",2023-04-30 17:05:33+00:00,rehmann_l,"Illinois, USA"
"Are we in a recession? Really?

The top dogs say we are. Yet, at parties, in the supermarket, and on the beach peop… https://t.co/NCsWgesuVE",2023-04-30 17:04:00+00:00,heatherrauh,"Oregon, USA"
@RebelEconProf @robbezdjian There must be an historical trend line comparing wages and prices. I assume when these… https://t.co/Fwe6QciDNb,2023-04-30 17:02:14+00:00,mutex7,Wisconsin
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV The Fed seems to be constantly reacting to data that… https://t.co/MW3Y26XhXs,2023-04-30 16:55:30+00:00,heydave7,Texas
@DeplorableNew We have been in a Recession. Since the middle of last year !!,2023-04-30 16:54:12+00:00,tomdolanjr,United States of America
Beauty industry recession-proof as products ‘bring joy’ to consumers: Ad... https://t.co/FpOcoLpadf via @YouTube,2023-04-30 16:52:27+00:00,Azn_CyberSleuth,"Chicago, IL"
"@OccupyDemocrats Obama should be in prison for droning civilians, obliterating libya where they now have an open sl… https://t.co/qPcwHDMoZj",2023-04-30 16:50:42+00:00,olandykenobi1,"Milwaukee, WI"
"AMERICA to go into DEFAULT, which would tank the American economy &amp; stock market in very short order.  AMERICA will… https://t.co/AFwM6Grfqg",2023-04-30 16:46:07+00:00,PamPalmerJD,"Knoxville, TN"
"Are the markets bullish or bearish? Very confusing, still the real estate market is hot, new buyers are showing int… https://t.co/7Eu2QOAZCF",2023-04-30 16:45:13+00:00,vijaykumarthota,United States
Mild recession is already here. https://t.co/lVWN7hCDBQ,2023-04-30 16:44:31+00:00,SAlpha88888,Ohio
@AmericaReforme1 @AshleighApundit @POTUS @WhiteHouse The fed just said the fall’s recession is moved up to this sum… https://t.co/HLkpoEsrCh,2023-04-30 16:44:03+00:00,vbrisson2112,"Vermont, USA"
Fed's recession probability model reaches highest point since 1982. - https://t.co/rz3YrpPo8e https://t.co/BiTtj1I31L,2023-04-30 16:38:56+00:00,geofinancenews,United States
"@unusual_whales So strong banks are collapsing, highest inflation in over 40 years ave they had to change the defin… https://t.co/ZSJg2ZQDsh",2023-04-30 16:33:49+00:00,AshleyF09497858,"Texas, USA"
"Why a slide in transportation stocks may be flashing recession warning

$DJT $DJIA $UPS

https://t.co/nmbsEz3XtN",2023-04-30 16:24:52+00:00,TopStockAlerts1,USA
@SebGorka Watch some Hitler speeches and you will realize how much he does the same hand gestures in his speeches..… https://t.co/5D5hD6GArC,2023-04-30 16:23:46+00:00,ClownShowFoSho,United States
@Amnestyfornero Okay but how would he handle the recession?,2023-04-30 16:21:18+00:00,ItsQueenCFox,"Ohio, USA"
"@unusual_whales @POTUS should work towards interest free banking if we want to overcome economic woes. 
Fed trying… https://t.co/jEA8iPMBFU",2023-04-30 16:20:23+00:00,fuadmb,United States
Okay real talk here: how tf would Ron Paul handle the 08 recession? Just let if get worse and destroy the country?… https://t.co/2AajCyIP1v,2023-04-30 16:20:12+00:00,ItsQueenCFox,"Ohio, USA"
Jerome Powell faces Fed dissent as many see a recession ahead and inflation remains too high https://t.co/CQ0nbb1HXv,2023-04-30 16:19:38+00:00,FOMCAlerts,Wall Street
"@BTC_hat Not celebrating at all. Actually expect a recession, but not expecting a Great Depression 2.0",2023-04-30 16:12:50+00:00,JoeCarlasare,"Illinois, USA"
1st qtr economic growth numbers arrived &amp; were terrible.That boosted the stock market bc the Fed will have a hard t… https://t.co/72WQn74UEe,2023-04-30 16:12:14+00:00,DeplorableNew,", USA"
@TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Recession started last year.  Just becau… https://t.co/ZS1PO9Vnax,2023-04-30 16:08:40+00:00,dannyboy0905,United States
"@jennobenno Ww3 , money laundering in Ukraine while 100s of 1000s slaughtered, $ no longer reserve currency, banks… https://t.co/Xlye6prwjx",2023-04-30 16:07:48+00:00,truthconquest,Northwest Indiana 
@elonmusk @ValueAnalyst1 The FEDs deflationary crisis is still on track. The irony of all this is after a massive r… https://t.co/4QATztwuhL,2023-04-30 16:02:10+00:00,crypto_div,United States
@steelrainfdc @dailywireplus The Oil price collapse and global recession destroyed Russia not Reagan.,2023-04-30 16:00:05+00:00,Kirkwoodk137,"Mableton, GA"
Hiring for white-collar jobs in the U.S. is hitting a wall https://t.co/xN4nKNVZDf,2023-04-30 16:00:00+00:00,CBSMornings,United States
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV They tried to quietly change the definition of reces… https://t.co/I1KCYtZS51,2023-04-30 15:58:00+00:00,JoshWelborn17,"St Louis, MO"
@DavidSacks @LHSummers @federalreserve @DavidWestin @BloombergTV The challenge is exactly what you &amp; @chamath said… https://t.co/XEtuOuaKtu,2023-04-30 15:54:11+00:00,UCS_Mark,"Atlanta, GA"
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Severe recession seems to be the stated goal!,2023-04-30 15:51:29+00:00,mr_smerker,United States
@soledadobrien @joncoopertweets 5/ single thing that our first black president had on his agenda to recover from th… https://t.co/PaUigkKRlO,2023-04-30 15:50:30+00:00,Loves_Equines,United States
Mayb mild for you bc your the richest person but for us poor folks that were middle class are feeling a full blown… https://t.co/d5zxQxi9m2,2023-04-30 15:45:51+00:00,GeorgieGeorge40,United States
"In depth thoughts on the recession / depression.

Economics cycles at it's core, no matter how ""sophisticated"" the… https://t.co/Uq2ZyaIfl9",2023-04-30 15:43:42+00:00,drkmario,United States
"The American economy grew at 1.1 percent in Q1 of 2023. By contrast, Communist China’s economy grew by 4 percent in… https://t.co/yF763IwJuz",2023-04-30 15:43:06+00:00,RexHorne7,Colorado/Wyoming
Jerome Powell faces Fed dissent as many see a recession ahead and inflation remains too high https://t.co/WIu8dTAdIH https://t.co/bpOQtwD3oG,2023-04-30 15:43:04+00:00,RadioBlackOn,"Indianapolis, IN"
"Come tomorrow First Republic bank will collapse, either being acquired or FDIC receivership. Banks no longer lendin… https://t.co/XhCBLPiPxn",2023-04-30 15:36:43+00:00,CryptoNDaily,United States
"WTAFIH 
https://t.co/cjKJ4zeQpp",2023-04-30 15:35:39+00:00,Scarlett_Sandy,United States
"@reggiedarci @Klaus_Arminius no, it's not violence. what's coming is war. there's a difference. a war and a complet… https://t.co/X3I8eh74cw",2023-04-30 15:30:50+00:00,write4life1,USA
I plan on providing dome service for my community in the upcoming years during the recession. Affordable services t… https://t.co/FTTZyUJSTz,2023-04-30 15:30:35+00:00,DopeTimeTravelr,"Atlanta, GA"
"@QuoteDigging @davidmweissman By win are you referring to record inflation and a pending recession, increasing food… https://t.co/ZruadGRTfS",2023-04-30 15:30:27+00:00,lebron_family07,"Texas, USA"
The Small Business Guide to Surviving and Thriving During a Recession- https://t.co/pGN4802BBl  #recession… https://t.co/Vl6vGaxnJC,2023-04-30 15:30:00+00:00,JonathanHerrick,St. Louis
"@SenTedCruz No matter how hard they try, GOP just has not been able to scare the country into recession yet.",2023-04-30 15:29:53+00:00,seafocks,USA
"@sneckpad A balanced budget amendment is stupid. While good in theory, it would completely handcuff us when attempt… https://t.co/6Q1xKS7pL2",2023-04-30 15:27:30+00:00,im_jf3,United States
A lack of further rate hikes will let the inflation monster out of the cage. Stuck between a rock and a hard place.… https://t.co/OJvwXxVEm0,2023-04-30 15:22:40+00:00,ravi_chander,742 Evergreen Terrace
@GRomePow @Torito6999 Jerome won’t be around to navigate the upcoming recession and Congress won’t allow voters to… https://t.co/jz7YZNSEXG,2023-04-30 15:22:14+00:00,JohnathanBarnes,Kansas City
Republicans are trying to cause a Recession before the election by forcing us to go into default and blaming Biden… https://t.co/mKqPesVNgm,2023-04-30 15:18:43+00:00,cathykirk14,US
@mdeepe80 @johnfcarter Matt I think many feel economy will go into recession Q3 or Q4 2023.  2024 is a Presidential… https://t.co/Fd23ynIt4Z,2023-04-30 15:15:05+00:00,MikeSyl36625988,"Fort Wayne, IN"
"Economically sensitive areas of the U.S. stock market are flashing warnings over growth, even as major equity index… https://t.co/TS0d7xHCB5",2023-04-30 15:15:01+00:00,NEWSMAX,United States
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV There shouldn't be a mild or all out recession the e… https://t.co/55j8IOb51O,2023-04-30 15:10:45+00:00,MacBailey37,"Kentucky, USA"
"Still think 2023 is like 2019 and 2024 is like 2020

Wouldn’t be surprised if $35-40k is the top this year, recessi… https://t.co/IY5a1dFv5V",2023-04-30 15:10:43+00:00,LPCapitalChi,"Chicago, IL"
One of those mixed signals regarding recession. These stocks should be rolling over ahead of an impending recession https://t.co/n91c9Ed1Y9,2023-04-30 15:09:44+00:00,dustinharaway11,"Madison, AL"
@HManoaa @EPBResearch The point is the market doesn’t price in a recession. You’ll just see a massive crash over a… https://t.co/NQRYgLOwUT,2023-04-30 15:05:42+00:00,_hausy,United States
@Investingcom Powell is willing to cause the next Great Recession in order to bring inflation down,2023-04-30 15:04:51+00:00,NioStockLord,United States
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV History shows that a recession, in any degree, is fa… https://t.co/MGOqC274VF",2023-04-30 15:03:51+00:00,trpdo,Utah
"@johnfcarter How come in 6-8 months and what would cause them to expand ?  

I assume they will if there is a recession.",2023-04-30 15:01:47+00:00,mdeepe80,"Tennessee, USA"
@KamalaHarris COMPLETE LIE! You have yet to come back to PRE PANDEMIC job levels...economy is inflationary with no… https://t.co/VXNfACHIwu,2023-04-30 15:01:01+00:00,HarveyBurnett4,"Peoria, Il"
"@joshtpm McCarthy has 2 choices:

--He can do the right thing and risk losing his speakership. Or...
--He can keep… https://t.co/wq5XqfWUl3",2023-04-30 15:00:23+00:00,valklimate,"Atlanta, GA"
@WSJ Does the Fed even care if it overshoots and creates yet another recession?,2023-04-30 14:57:10+00:00,DAJensen07,"Madison, WI"
"@WSJ The War between #Spending, #Inflation &amp; Feds efforts to contain it.  Managed #Recession may suit the Fed but n… https://t.co/RlXi5Vdvhu",2023-04-30 14:53:28+00:00,connectingd3,"Texas, USA"
@RepNancyMace Nancy - did you realize that every time we balanced our budget a recession followed.   The US governm… https://t.co/SrePb3Y3XZ,2023-04-30 14:52:57+00:00,edreh,"Kansas, USA"
@lady_annihilate I keep hearing of an impending recession - Not unlikely !!,2023-04-30 14:52:08+00:00,JesseMock4,"SE Missouri, USA"
"@MacroVoices @ErikSTownsend @Ole_S_Hansen You predicted a bottom of 3K for the S&amp;P in this podcast, where do you se… https://t.co/KTERqjauHB",2023-04-30 14:51:40+00:00,DavidGi20683404,"Wichita, KS"
"I will be honest, i watch #mtp 

My thoughts are that media wants this presidential election to b about social issu… https://t.co/M5yZzGJEEW",2023-04-30 14:49:40+00:00,1kecko,Chicago
"@EndWokeness Hannity, a millionaire, used HUD to buy up houses that had been foreclosed on during Bush's recession...",2023-04-30 14:47:01+00:00,birdieminded,"Ohio, USA"
Below is a chart showing the 10-year bond minus the 3-month yield. Each vertical green bar represents the duration… https://t.co/5yyARTyWuR,2023-04-30 14:44:52+00:00,Chris_Loveless2,"DMV, USA"
"Policymakers may take action to try to mitigate the risk of a recession. However, the relationship between bond yie… https://t.co/zuycy2kXZw",2023-04-30 14:44:50+00:00,Chris_Loveless2,"DMV, USA"
"This behavior can lead to reduced investment and spending, which can ultimately lead to a recession. When the 3-mon… https://t.co/WhI992jYJ7",2023-04-30 14:44:50+00:00,Chris_Loveless2,"DMV, USA"
"When short-term bond yields become higher than long-term bond yields, it's known as an ""inverted yield curve."" This… https://t.co/fQQL01HrH5",2023-04-30 14:44:49+00:00,Chris_Loveless2,"DMV, USA"
"Did you know that the bond market can give us clues about the health of the #economy ?

Here’s how the 3-month and… https://t.co/TDdY1GaxGT",2023-04-30 14:44:48+00:00,Chris_Loveless2,"DMV, USA"
"@KamalaHarris Also create the highest inflation, created a recession. And common household goods unfordable.",2023-04-30 14:43:45+00:00,hojo1972,America
@elonmusk @ImBreckWorsham @LHSummers @federalreserve @DavidWestin @BloombergTV Yes absolutely I agree 💯. The recess… https://t.co/qcsHhaFhjZ,2023-04-30 14:39:22+00:00,TomCat8824,United States
"Top economists predict credit crunch, commercial real estate meltdown - Markets Insider https://t.co/D66dXu9qkL",2023-04-30 14:37:06+00:00,updatedliving,"DFW, Texas"
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/2yGj2Hnn1g",2023-04-30 14:31:54+00:00,DonnieDorn,"Willow Park, TX"
@Janiceperalta2 @Victorshi2020 If you think Joe Biden is on his a game you have never watched him. He is a dodderin… https://t.co/Hp7csbOuua,2023-04-30 14:29:03+00:00,HelenM17813215,Texas
"Just the right cost of capital encourages progress, too little cost causes waste, too much and you hold back worthw… https://t.co/CasQvMZWzn",2023-04-30 14:24:32+00:00,Doc_Hieu,United States of America
"@DonMiami3 It's not really bizarre, we were on lockdown for a very long time and even afterwards people were skepti… https://t.co/9ZKyq3nqGw",2023-04-30 14:21:24+00:00,RicoElite,"Atlanta,Ga"
@simonateba @JoeBiden Why should I be nice when my electricity bill and has DOUBLED and gas for my truck I use in b… https://t.co/YZgtBQd4Vy,2023-04-30 14:19:14+00:00,docblistens,"dublin, ohio"
"@BobLoukas Chart needs to go up first, before we can call recession over ;-)",2023-04-30 14:16:41+00:00,expressive_void,Europa
Crypto or CBDC #LUNC #LUNCcommunity #cryptonews #btc #eth #xrp #SHIB #news #inflation #Banking #recession… https://t.co/DJFkbd3WuF,2023-04-30 14:12:34+00:00,airfreee,United States
"via @NYTimes The Long Demise of the Stretch Limousine
Once a symbol of affluence, the stretch limo has largely fall… https://t.co/TdEva9pGKt",2023-04-30 14:12:05+00:00,EnsPulver1958,"Texas, USA"
@mikejosephs70 @NEWSMAX Shall we look at  economy's between the two inflation mortgage vehicle interest rates and a… https://t.co/ZV4u9qncSA,2023-04-30 14:11:32+00:00,PcbPat,"Northern Wisconsin, USA "
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Powell said he want recession! Unless Biden doesn’t… https://t.co/K0Z6wfHTBl,2023-04-30 14:05:28+00:00,TheDNADietClub,"Mount Juliet, TN"
"@PalmerReport You don't define the narrative.  Lets talk about his age, memory, speech, foreign policy, Hunter, Com… https://t.co/UzDAccZdUd",2023-04-30 14:05:03+00:00,CaptainCUB147,United States
@TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Recession is simply the recession of gro… https://t.co/Gzu6zVK4kO,2023-04-30 14:03:47+00:00,Andre_Farrar,United States
@sekrah @TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV People have said recession is he… https://t.co/Y4d9z8BipV,2023-04-30 14:00:00+00:00,IdiotaAmerikan,Amerika!
"@FairCapitalismo @Silverb95453037 @mskpdbs No not exactly, we had a recession last year markets fell but if you rem… https://t.co/zEjxs3DGs5",2023-04-30 13:54:31+00:00,MarkMcg86123992,"Joliet, IL"
"@Pledditor Consider that Bitcoin has likely been partly stuck right now due to rising rates, and the contraction in… https://t.co/Xqo5XOhRE5",2023-04-30 13:53:19+00:00,LPrimordium,USA
"Some dipshit is straight-up selling free files on cults, including stuff like @PrintYour2A frames (complete with PY… https://t.co/8OskDzvwF2",2023-04-30 13:43:01+00:00,innernetpizza,Oregon
"@brett0583 @supertiredmom1 @POTUS https://t.co/4pIs0qzl1f
Bruh. Get real. What they print is just to replace what t… https://t.co/RwP3FcLHXE",2023-04-30 13:39:51+00:00,ELRPJr,"Texas, USA"
"While a recession lies in wait created by government reckless money printing, an all-out effort to avoid the result… https://t.co/7QZ8egB1ZK",2023-04-30 13:33:28+00:00,247dotAg,"Omaha, Nebraska"
@TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Do you believe commodity prices are a re… https://t.co/F504NZkN3a,2023-04-30 13:32:56+00:00,greggertruck,USA
@CelovskyDanny @Blue_wave_2024 Please take a close look at those graphics. Thats history. It only repeats itself if… https://t.co/rl5NldXgTd,2023-04-30 13:28:54+00:00,UniversalCandid,Texas 
"Man with massive debt complains about interest rates going against him, looks to redefine recession to suit his nee… https://t.co/9oYCfKWIZ8",2023-04-30 13:27:17+00:00,crayonbrained,United States
"He may be correct, but he needs to factor in the very latency that he refers to.  Any recession will begin in mid t… https://t.co/ngsfQoK3ZY",2023-04-30 13:25:39+00:00,cryptobastardTX,"Texas, USA"
@TheDemocrats is this a joke. I have never in my life been in such financial stress. i survived the great recession… https://t.co/v8h93pD116,2023-04-30 13:17:06+00:00,CbrandtChris,United States
"@MeidasTouch @FPWellman Sounds like you are doing a good job, but if you cannot admit the damage done by the Biden… https://t.co/BiIdGSXgdF",2023-04-30 13:15:58+00:00,luvrobinandgolf,United States
"The next time Joe Biden lies to the American people about how great his economy is, just remember that Fed Chairman… https://t.co/uwjnEU4IjM",2023-04-30 13:11:35+00:00,Dave87974076,TN
@greg16676935420 @eclairlaire No! I'll it for half that...it's the recession..,2023-04-30 13:09:36+00:00,t00thlessHero,USA
@RichardBruce8 @vixologist So you saying $VIX sustained sub 20 would assume start of next bull market and recession… https://t.co/bIcQJ2rdVq,2023-04-30 13:06:55+00:00,samplrl,"St Louis, MO"
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Elon, I don't get it.  How does an American bank, UB… https://t.co/kK1w1PttZT",2023-04-30 13:02:39+00:00,RexYerDay,"Mineapolis, MN"
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/J9KWhfHR8i",2023-04-30 13:00:32+00:00,keithpenny,USA
"Implement These Knowledgeable Ideas and Instruments to Recession-Proof Your Enterprise #implement #These
https://t.co/bdPy8uNyrO",2023-04-30 12:58:11+00:00,Url4Ever,United States
"@DJLitton @CNN They'll rally around the recession that they caused.  They already don't care about that now, so it'… https://t.co/8cZHZh3uqr",2023-04-30 12:58:06+00:00,laltagough,United States
@elonmusk @PacoG2021 @LHSummers @federalreserve @DavidWestin @BloombergTV Unfortunately they don’t care about a rec… https://t.co/INxs8sy2yq,2023-04-30 12:50:29+00:00,ElliottWaveSage,United States
@emrey35 @RepDonBacon What does Bacon care if he sends us into recession? He’s got a steady paycheck and healthcare… https://t.co/hIzhPuBiMR,2023-04-30 12:45:23+00:00,KatemootAdams,"Omaha, NE"
@EzerRatchaga With the incoming recession and tension and probably energy shortage. They probably gonna cut the was… https://t.co/fPo80BHsmY,2023-04-30 12:44:51+00:00,Teslafanboy69,United States
@PeterSchiff @PeterSchiff Why does the Fed have to be so confusing? All I know is that I have to keep my prices hig… https://t.co/ALWeXYFYxe,2023-04-30 12:32:00+00:00,SmutRocks,"Texas, USA"
"Further rate hikes will trigger severe recession. Mark my words
Elon https://t.co/XSp1O16nZ3",2023-04-30 12:30:59+00:00,AndersonWes5,"Indianapolis, IN"
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV ""Further rate hikes will trigger severe recession. M… https://t.co/TuM0YajwKq",2023-04-30 12:30:25+00:00,AndersonWes5,"Indianapolis, IN"
Then the most important question is the duration of that severe recession? https://t.co/6UwZA8Qobq,2023-04-30 12:26:25+00:00,AmineTX,"Texas, USA"
@TheDemocrats @JoeBiden There is a massive inventory reduction. Going on across all industries. Wal street is prepa… https://t.co/GxxVSO6amo,2023-04-30 12:24:31+00:00,DannyZarlenga,Ohio/Florida
"Sanctions against Russia are quite 'successful'. Russia is less likely to have a recession. https://t.co/SyTkdPvZIw
https://t.co/SyTkdPvZIw",2023-04-30 12:23:09+00:00,InvestWatchBlog,USA
Stocks need to get fucked soon with recession panics and Powell raising interest rates more #spy #qqq #spx,2023-04-30 12:22:32+00:00,Gapfilled101,"Cincinnati, OH"
"I'm a chef. 3 ingredients for a recession with 100% probability outcome 1.?
2.? 
3.?",2023-04-30 12:20:16+00:00,MarkMcg86123992,"Joliet, IL"
@KamalaHarris Screenshot this for the recession,2023-04-30 12:04:40+00:00,MatthewRonchet1,United States
"The Nasdaq had the 3rd largest drop in its history all the way back to 1974. The more bearish sentiment and ""coming… https://t.co/9mDHJQCk8k",2023-04-30 12:02:03+00:00,crypt0_greg,Cincinnati
"@RpsAgainstTrump More people died of c19 under biden than Trump, and most were vaxed. ""Transformed the economy"" int… https://t.co/M2K3UN533Y",2023-04-30 12:01:12+00:00,13616339539,Texas 
"If you're worried about the economy, join me to discover the secret to thriving in the next recession. I will talk… https://t.co/0fkjBpSC4F",2023-04-30 12:01:04+00:00,AwakenWithJulie,"Chicago, IL"
@News_By_Nick People must be hoarding it before the recession kicks!,2023-04-30 11:59:14+00:00,OchilTrader,Scotland
"Agree; a recession seems highly probable at this point 
And that the fed was slow to hike and will likely be slow t… https://t.co/dXfIAmvrHa",2023-04-30 11:56:53+00:00,ryan_trollip,United States
"Stock Market Crash in November 2023 prophecy - Troy Black 7/8/22
https://t.co/T8s7tG0KCs
#stockmarketcrash… https://t.co/cfh8wIMHCT",2023-04-30 11:51:14+00:00,Prophetic_Money,USA
"@0xjustblaze Instead of mild recession, i'm expecting debt recession instead. People like Elon that own a ton of de… https://t.co/vROYMusoph",2023-04-30 11:48:28+00:00,miruliq,Garden of Eden
A lot of us Millennials were high schoolers looking ahead to college and college students about to graduate soon du… https://t.co/Bn9k7MUJXS,2023-04-30 11:42:28+00:00,SujOfficial,United States
Recession indicator? 🤔 https://t.co/XbFqTyDYBK,2023-04-30 11:37:51+00:00,annajulia771,Atlanta
@FT 4/2/23: #RECESSION / #DEPRESSION Big Stores &amp; #Businesses #CLOSING. #Massive #LAYOFFS from Big Techs &amp; other bu… https://t.co/B9mdbldcpA,2023-04-30 11:36:58+00:00,rkpc2022,"Kennesaw, GA"
Don't Expect the Fed to Rescue Stocks in a Recession: Macquarie Economist - Markets Insider https://t.co/d6bZuazAec,2023-04-30 11:33:03+00:00,FOMCAlerts,Wall Street
"@rabbicy @Karoleigh1 @NCMuscleCars001 @PalmerReport That’s not all. The unsecured border, record inflation, high ga… https://t.co/bEzXsaWfOn",2023-04-30 11:22:59+00:00,oklahoman_the,"Norman, OK"
"On Thursday, the U.S. Department of Commerce gave Wall Street its first glimpse of economic growth for the January-… https://t.co/kynxeDiUy5",2023-04-30 11:05:02+00:00,Dispatch_Argus,"Moline, IL"
Thank you @jimcramer for ruining a recession proof company https://t.co/5grIS7H8hi,2023-04-30 10:54:35+00:00,thereelJB12,"Atlanta, GA"
@DonMiami3 How do you track probability of a recession?,2023-04-30 10:50:46+00:00,DeLaMurphy,"Davenport, IA"
"Government give easy loans to students for education. 
Banks give easy mortgages to buy houses.
But neither don't g… https://t.co/VQ9G2meL1y",2023-04-30 10:28:02+00:00,sammikamal2,morocco
@arsibd @starkicus @FireBidenNow @ic_lib @6lennybravo @MaureenStroud @emilio97493490 @VictorJennpaul @cbeckj… https://t.co/SPiP9TMWnK,2023-04-30 10:27:53+00:00,fischerfischy,USA
"https://t.co/OZRIAbuavT -   #recession #youtube #stockmarket  This segment originally aired on April 27, 2023. Circ… https://t.co/P5iiu5Vr4n",2023-04-30 10:15:07+00:00,twsp_com,United States
"@SecMayorkas @StateDept The Southern Border is open , and is inundated  with illegals and you are proud ? WOW how u… https://t.co/PYZowdYsTV",2023-04-30 10:07:26+00:00,ArmandKleinX,United States
@WallStreetSilv He just managed to jinx a recession proof company!,2023-04-30 10:04:31+00:00,thereelJB12,"Atlanta, GA"
"According to a McKinsey Global Research Report, the proportion of employees who would consider quitting without a n… https://t.co/0XcF7GrtWx",2023-04-30 10:00:52+00:00,ExpertMarketUS,United States
"#Bitcoin MOST Influencer's Bull-case NOT LEGIT!!
Here's legit arguments:
Bull:Emerging tech coupled, Descend M-chan… https://t.co/fwYxg1VnEA",2023-04-30 09:48:49+00:00,EffinGoodCrypto,U.S.A.
The Fed Says to Expect a Mild Recession -- but It Could Last 2 Years - The Motley Fool https://t.co/GoUeBDnmVR,2023-04-30 09:33:01+00:00,FOMCAlerts,Wall Street
Everyone saying “recession” right now is going to be saying “depression” at 5% unemployment. Fade! https://t.co/8wKVrf2kPa,2023-04-30 09:31:13+00:00,realDillonEvans,"Chicago, IL"
"You can tell it’s a healthy economy when businesses,  banks fail, and no one even cares. The rest of us are still b… https://t.co/x5TGWlloQW",2023-04-30 09:19:26+00:00,ShanealPatel,United States
How Will We Know If The US Economy Is In A Recession https://t.co/fKFvMZZCij,2023-04-30 09:10:25+00:00,Emily_designer2,United States
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV I believe Elon Musk is correct on this. Rate hikes w… https://t.co/kpH94WNiuF,2023-04-30 09:07:26+00:00,lindycurry,USA 
@MandyBayle Do ye remember there was a recession in the middle of the whole thing?  Anyway there is too much entitl… https://t.co/WzFtGh9iY5,2023-04-30 09:06:38+00:00,bloodyshinners,Ireland
"@HarrisFanaroff As a 3rd-party recruiter, I was trained in my early career that people already employed were more v… https://t.co/6Qw3mtVkrp",2023-04-30 08:50:32+00:00,donnawhite,Land of opportunity
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV How are we calling this MILD? Food costs up 100%, ho… https://t.co/nFsKuS7JfF",2023-04-30 08:22:15+00:00,KristinRhea502,Ky
The Western housing market recession hit so hard and fast that a Fortune 500 firm that was riding high at $34 per s… https://t.co/eo9OMVaNwa,2023-04-30 08:14:03+00:00,tedrorrer,United States
The latest GDP numbers have economists fearing more than just a recession: ‘The U.S. might well be facing stagflati… https://t.co/lwkUWchotJ,2023-04-30 08:09:25+00:00,jaywiliams9,USA
Investors are making the wrong bet on a recession — and it's going to cost them big time https://t.co/7vGN6myicJ via @YahooFinance,2023-04-30 08:08:32+00:00,tedrorrer,United States
"bond yields inverted in November 2022, the recession should be arriving in May.",2023-04-30 08:07:15+00:00,zstock,"West Coast, USA"
'I Don't Believe Them For A Second' – Real Estate Guru Grant Cardone Blasts The Government For Denying A Recession.… https://t.co/ohgW1tJ2iV,2023-04-30 08:05:56+00:00,tedrorrer,United States
"@RBReich I believe the expression ""trickle down"" was 'coined' during a recession in the 1890's. Robber baron redux.",2023-04-30 07:05:34+00:00,salcius_bassus,"Chicago, IL"
@TalkinUm It’s a recession… all these bills are stolen or fake 😭,2023-04-30 06:46:55+00:00,MFgamino,"Texas, USA"
