text,TextBlob_Subjectivity,TextBlob_Polarity,TextBlob_Analysis
"It's pretty clear that the Fed will hike rates 25 bps again this week, but it's ridiculous to do it at this point.… https://t.co/ulqtmvkSmj",0.7944444444444444,0.005555555555555573,positive
@elonmusk @ValueAnalyst1 Did You Say The United States 🇺🇸 Thinks It’s Recession Proof 🤯💭,0.0,0.0,neutral
"We in a recession and inflation is the highest it’s ever been in life, and the IRS tryna come collect folks money,… https://t.co/FiJr5j62CF",0.0,0.0,neutral
newsone: The current conflict comes after a decade-long recession which has drastically lowered the living standard… https://t.co/R3HrCkag5p,0.26666666666666666,-0.016666666666666666,negative
https://t.co/WFDyjAZPWk How bad is the #Biden Economy? Are you prepared to weather the recession that’s coming? https://t.co/nYVU6UnX3A,0.6666666666666666,-0.6999999999999998,negative
@elonmusk @ValueAnalyst1 Banks don't have money to lend...the Lieden Administration recession is on its way.,0.0,0.0,neutral
"@POTUS And yet we are fast approaching a recession, the average family is still dealing with inflation and rising c… https://t.co/VHg2ybI3Ks",0.3333333333333333,0.016666666666666673,positive
@TroyTeslike @senthil21132539 @thejefflutz @skyline991gt3 @TSLAFanMtl @fly4dat I think you are correct on many fron… https://t.co/0B5QHihAzx,0.5,0.5,positive
"Is it ok to ask for a raise in a recession? Yes, but you need to be careful. Yes, but you need to be careful. Use t… https://t.co/5EPZKwwdPK",0.8333333333333334,0.10000000000000002,positive
"@EconBerger @Claudia_Sahm If current forecasts are correct, a recession won't materialize until late this year or e… https://t.co/JzLOEoqLcU",0.5,-0.15,negative
@POTUS We're about to go into a recession.  Tech is actively downsizing.  And inflation is at record levels.  And y… https://t.co/XIPl3K6CA2,0.6,-0.13333333333333333,negative
"@clueless_1337 @NipseyHoussle Ok, so what do you see happening to a) home prices, b) stock prices and c) GDP/recession.",0.5,0.5,positive
@SenTedCruz So you're saying you want to own the recession that WILL occur if the US defaults? You want to declare… https://t.co/aDKxI6162h,1.0,0.6,positive
A notorious market bear who called the 2000 and 2008 crashes says a 60% decline in the S&amp;P 500 is likely as high va… https://t.co/yAX7zQRX8U,0.77,0.08,positive
@ValueAnalyst1 Wow! That is solid evidence of recession…,0.55,0.05,positive
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Mild recession? Wow…,0.75,0.21666666666666667,positive
What Munger describes is part of what we've touched upon and placed under the umbrella 'Debt-Crises'; small NPLs be… https://t.co/ZbuQN1hffH,0.4,-0.25,negative
@TallJohnSilver @rayray7823 @blackrepublican @JayLadwig @TheTNHoller Or that the reason the recession happened was… https://t.co/j7bRzXuxcQ,0.0,0.0,neutral
@nirnaypatil @GunjanJS The amount of this years SPX advance concentrated in so few mega caps  can’t end well if we… https://t.co/DPPGaKEoAl,0.1,-0.2,negative
@JCOviedo6 The best thing that could happen to Elon is to get a recession as a scapegoat for his already dying businesses,0.3,1.0,positive
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV I think severe recession is the Biden Regime's goal,… https://t.co/AHrGuW9BI0",0.0,0.0,neutral
@kylascan Your post reminded me of Alan Greenspan and his cardboard box indicator (corrugated containers for the ge… https://t.co/FKTHs7skmU,0.0,0.0,neutral
@JesseLi48096164 And recession looming if not already here …,0.0,0.0,neutral
@trevor_dowdy22 @EndWokeness Not really. I don't have a choice. It's either Dems or a clown show that'll end in recession.,0.2,-0.1,negative
@TheCalvinCooli1 I hope the recession is deep and long so people will get a clue.,0.4,-0.025,negative
@TerribleFinance The recession will only hit middle and lower class. Celebs will be fine,0.5,0.1388888888888889,positive
"@concodanomics @eliant_capital His dated Tesla vehicles aren’t selling. Obviously because we are in a recession, no other reason",0.4375,0.03125,positive
@WallStreetSilv @jeffreyatucker There’s always some sort of recession,0.0,0.0,neutral
"@sleepysquid46 @TheOculusOnline @creeptwin I'm saying people coming out of a recession, looking to buy homes, looke… https://t.co/CKiM62XIoK",0.0,0.0,neutral
"the former worst of 1917-18, mislabeled the ""Spanish flu,"" and they think the recession and inflation it caused sho… https://t.co/1qzsNmLFom",0.3333333333333333,-0.3333333333333333,negative
"In this process they lower rates to reel in more debt slaves, before they tighten and then cause a recession.  I ha… https://t.co/SBnFBk0vb4",0.5,0.5,positive
"@concodanomics Elon Musk may be the first one to feel the recession because people don't buy his cars, despite of c… https://t.co/R0kw26hIjc",0.3333333333333333,0.25,positive
@concodanomics Anybody in the real world knows we're in a recession and that the consumer is surviving on credit. W… https://t.co/QMbZUTMyPO,0.30000000000000004,0.2,positive
"@DashDobrofsky Wide ranging accomplishments?
Record fuel prices?
Highest inflation in decades?
Slumping stock marke… https://t.co/984j8bjXlN",0.4,-0.1,negative
"@ThisWeekABC @MarthaRaddatz Biden is an unmitigated disaster and everyone knows it. The Afghanistan catastrophe, th… https://t.co/7pJxpQD8wA",0.0,0.0,neutral
"@george__mack Instead of sharing information that could help prevent a recession, the Press would rather allow one… https://t.co/BwDBCoPdE0",0.0,0.0,neutral
@zozo75934315921 They are doing this because of out of control inflation.  Expect a recession,0.0,0.0,neutral
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Many of us have been in a full blown recession for t… https://t.co/l8cICfAzoT,0.525,0.425,positive
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/s6KklifAiU",0.5,0.5,positive
@therealsquidly @FloridadadD @mitchellvii 100% tariffs were effective against Japan helping to trigger a Japanese r… https://t.co/maWwaS4eXP,0.4,0.3,positive
"@BeardZgorski @StucknDaMid @brittneytv @OliLondonTV So you voted for Biden and, therefore, are responsible for the… https://t.co/MBABvJAikV",0.55,0.2,positive
@SeanDFrancis @TheOculusOnline @creeptwin The 90s recession was mild and lasted 8 months. The vast majority of gen… https://t.co/mqLw9e2eE8,0.75,0.16666666666666666,positive
"@TheRabbitHole84 Ronald Reagan said about Jimmy Carter: ""Recession is when your neighbor loses his job. Depression… https://t.co/VGB7Bkdtmi",0.1,-0.3,negative
@POTUS We are in the beginning of a recession and it's going to be getting much worse.,0.6,-0.4,negative
"She also needs a $500k man...

Free AudioBook: 👇 Become High Value in a Recession. 
https://t.co/2pVYMJ6Ae1 

#fypシ… https://t.co/fj7kqeb1DL",0.6699999999999999,0.28,positive
"@abu_yusef1 Some markets are already in something much worse than a crash or mild recession.

The real estate crisi… https://t.co/Wrx9Mh0K3Z",0.46666666666666673,0.04444444444444443,positive
@SexAbuseAttys @operationdanish It’s like dominos.  CRE collapse will cause systemic damage to banks which will sen… https://t.co/IlLxYgKZFP,0.0,0.0,neutral
"Start making Passive Income before recession..
Start making extra $1000/ day on automation.. 
LEARN Now for FREE:… https://t.co/uComvtnVBP",0.45,0.2,positive
@elonmusk @ValueAnalyst1 Exact car tout par en faillite et récession...galère on va vers un autre monde et autre money,0.25,0.25,positive
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV People were selling Microsoft paint images for 6 fig… https://t.co/OCkTB6nd4V,0.0,0.0,neutral
@KamalaHarris Recession is imminent .   Inflation huge.    Taxes too high.   Another word salad mary-go-round?,0.6133333333333333,0.12000000000000001,positive
"It's anecdotal but shopping for groceries this weekend, noticing prices have jumped again for groceries at #Kroger… https://t.co/QCbBLJVhjR",0.0,0.0,neutral
European Market Shakes Off Recession Fears but Misses Q1 2023 Growth Estimates https://t.co/rFPtTQCSaN,0.0,0.0,neutral
I’m hiring for a financial analyst position in the Atlanta area and have received about 25 resumes including 3 from… https://t.co/p9KOXfw5xG,0.0,0.0,neutral
"@cheer_wine Things are looking great for 2024 rn, a second Dem Trifecta is on the table. Fed needs to cut rates soo… https://t.co/XYmB0UjQAf",0.375,0.4,positive
"This slide from Michael Kantrowitz at Piper Sandler is fascinating. We’re in the middle of a recession, folks! https://t.co/AxSbZJCuPI",0.42500000000000004,0.35,positive
"@__entropy___ @cwt_news Covid I’ll forgive since that was just lunacy times in 2020, but the official definition ch… https://t.co/TfQipGC5rr",0.0,0.0,neutral
@__entropy___ @cwt_news They also changed the definition of recession cuz we’ve been in one for 3 years.,0.0,0.0,neutral
@JesseLi48096164 And they’re right. It’s a subsidy factory with poor quality built cars that are now nearly 10 year… https://t.co/sS1sZNSDWB,0.5119047619047619,-0.004761904761904773,negative
Mild #recession is already here https://t.co/7DdmaMUl7s,0.5,0.3333333333333333,positive
@LoochyTV Recession?,0.0,0.0,neutral
@ItsMeThornyRose @ForgiatoBlow47 @ChuckCallesto @BarackObama @JoeBiden Former President Barack Obama brought our co… https://t.co/UT0vpEqc2M,0.0,0.0,neutral
@KamalaHarris People coming back to work from a pandemic 😷 is not job creation. It’s called a recession.,0.0,0.0,neutral
"@TrishaTgirl @VickiParonto @TammyWincott @CalltoActivism It wasn't the ""Carter Recession"" though @GOP want you to b… https://t.co/Hu7XqlYnJU",0.0,0.0,neutral
Nah. Probably a sell-off into FOMC leading to a rally/short squeeze Thu/Fri. Or $SPY and $QQQ drift up into FOMC be… https://t.co/w0unbRbVvr,0.3,0.0,neutral
"Omg Kevin had an episode with Gordon Johnson 😂 @realMeetKevin #Tesla 

Tesla to $24.33 &amp; Epic Recession | Confronti… https://t.co/sRYcNlAqPO",0.4,0.1,positive
@DonMiami3 Look at 1946 for better comparison. For 4 years the entire economy was war focused only the nessasary co… https://t.co/7LDQ6lJl5g,0.7083333333333334,0.16666666666666666,positive
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/idLqSurlzm",0.5,0.5,positive
"Sunday, April 30,  2023. For 830
straight days, Joe Biden, aka #PedoPeter per HB, is STILL the WORST PRESIDENT EVER… https://t.co/5gUVQH0qMH",0.7,-0.4,negative
"Fucking #Powell is TRYING 2 put us n2 a recession!

""The US central bank is likely to take this decision despite gr… https://t.co/xACrRQ0E09",0.6833333333333332,-0.19999999999999998,negative
It’s already to late for a talk of recession the bottom half are living on credit for groceries the the 20% are abo… https://t.co/9xrUBFc12B,0.3833333333333333,-0.23333333333333334,negative
"@Jbandz2t Don’t have to with a recession, seller set price or what they gonna take.",0.0,0.0,neutral
@realBitcoinaire A recession is obvious and expected. Doesn’t mean it will be Great Depression 2.0,0.584375,0.09687500000000002,positive
"@DashDobrofsky There are no accomplishments.  The results of his policies are recession, record inflation, a porous… https://t.co/KWTHry26ls",0.0,0.0,neutral
"Are we in a recession? Really?

The top dogs say we are. Yet, at parties, in the supermarket, and on the beach peop… https://t.co/NCsWgesuVE",0.35,0.35,positive
@RebelEconProf @robbezdjian There must be an historical trend line comparing wages and prices. I assume when these… https://t.co/Fwe6QciDNb,0.0,0.0,neutral
@DeplorableNew We have been in a Recession. Since the middle of last year !!,0.03333333333333333,0.0,neutral
Beauty industry recession-proof as products ‘bring joy’ to consumers: Ad... https://t.co/FpOcoLpadf via @YouTube,0.2,0.8,positive
"@OccupyDemocrats Obama should be in prison for droning civilians, obliterating libya where they now have an open sl… https://t.co/qPcwHDMoZj",0.5,0.0,neutral
"Are the markets bullish or bearish? Very confusing, still the real estate market is hot, new buyers are showing int… https://t.co/7Eu2QOAZCF",0.5311363636363636,0.04909090909090909,positive
Mild recession is already here. https://t.co/lVWN7hCDBQ,0.5,0.3333333333333333,positive
@AmericaReforme1 @AshleighApundit @POTUS @WhiteHouse The fed just said the fall’s recession is moved up to this sum… https://t.co/HLkpoEsrCh,0.0,0.0,neutral
Fed's recession probability model reaches highest point since 1982. - https://t.co/rz3YrpPo8e https://t.co/BiTtj1I31L,0.0,0.0,neutral
"@unusual_whales So strong banks are collapsing, highest inflation in over 40 years ave they had to change the defin… https://t.co/ZSJg2ZQDsh",0.7333333333333333,0.4333333333333333,positive
"Why a slide in transportation stocks may be flashing recession warning

$DJT $DJIA $UPS

https://t.co/nmbsEz3XtN",0.0,0.0,neutral
@SebGorka Watch some Hitler speeches and you will realize how much he does the same hand gestures in his speeches..… https://t.co/5D5hD6GArC,0.1625,0.1,positive
@Amnestyfornero Okay but how would he handle the recession?,0.5,0.5,positive
"@unusual_whales @POTUS should work towards interest free banking if we want to overcome economic woes. 
Fed trying… https://t.co/jEA8iPMBFU",0.5,0.30000000000000004,positive
Okay real talk here: how tf would Ron Paul handle the 08 recession? Just let if get worse and destroy the country?… https://t.co/2AajCyIP1v,0.35,0.02499999999999998,positive
Jerome Powell faces Fed dissent as many see a recession ahead and inflation remains too high https://t.co/CQ0nbb1HXv,0.52,0.33,positive
"@BTC_hat Not celebrating at all. Actually expect a recession, but not expecting a Great Depression 2.0",0.425,0.4,positive
@TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Recession started last year.  Just becau… https://t.co/ZS1PO9Vnax,0.06666666666666667,0.0,neutral
"@jennobenno Ww3 , money laundering in Ukraine while 100s of 1000s slaughtered, $ no longer reserve currency, banks… https://t.co/Xlye6prwjx",0.0,0.0,neutral
@steelrainfdc @dailywireplus The Oil price collapse and global recession destroyed Russia not Reagan.,0.0,0.0,neutral
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV They tried to quietly change the definition of reces… https://t.co/I1KCYtZS51,0.3333333333333333,0.0,neutral
@DavidSacks @LHSummers @federalreserve @DavidWestin @BloombergTV The challenge is exactly what you &amp; @chamath said… https://t.co/XEtuOuaKtu,0.25,0.25,positive
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Severe recession seems to be the stated goal!,0.0,0.0,neutral
@soledadobrien @joncoopertweets 5/ single thing that our first black president had on his agenda to recover from th… https://t.co/PaUigkKRlO,0.326984126984127,0.003968253968253972,positive
Mayb mild for you bc your the richest person but for us poor folks that were middle class are feeling a full blown… https://t.co/d5zxQxi9m2,0.41250000000000003,0.07083333333333332,positive
"In depth thoughts on the recession / depression.

Economics cycles at it's core, no matter how ""sophisticated"" the… https://t.co/Uq2ZyaIfl9",1.0,0.5,positive
"The American economy grew at 1.1 percent in Q1 of 2023. By contrast, Communist China’s economy grew by 4 percent in… https://t.co/yF763IwJuz",0.0,0.0,neutral
"Come tomorrow First Republic bank will collapse, either being acquired or FDIC receivership. Banks no longer lendin… https://t.co/XhCBLPiPxn",0.3333333333333333,0.25,positive
"WTAFIH 
https://t.co/cjKJ4zeQpp",0.0,0.0,neutral
"@reggiedarci @Klaus_Arminius no, it's not violence. what's coming is war. there's a difference. a war and a complet… https://t.co/X3I8eh74cw",0.0,0.0,neutral
I plan on providing dome service for my community in the upcoming years during the recession. Affordable services t… https://t.co/FTTZyUJSTz,0.0,0.0,neutral
"@QuoteDigging @davidmweissman By win are you referring to record inflation and a pending recession, increasing food… https://t.co/ZruadGRTfS",0.4,0.8,positive
The Small Business Guide to Surviving and Thriving During a Recession- https://t.co/pGN4802BBl  #recession… https://t.co/Vl6vGaxnJC,0.4,-0.25,negative
"@sneckpad A balanced budget amendment is stupid. While good in theory, it would completely handcuff us when attempt… https://t.co/6Q1xKS7pL2",0.6666666666666666,9.25185853854297e-18,positive
A lack of further rate hikes will let the inflation monster out of the cage. Stuck between a rock and a hard place.… https://t.co/OJvwXxVEm0,0.5208333333333333,-0.14583333333333334,negative
@GRomePow @Torito6999 Jerome won’t be around to navigate the upcoming recession and Congress won’t allow voters to… https://t.co/jz7YZNSEXG,0.0,0.0,neutral
@mdeepe80 @johnfcarter Matt I think many feel economy will go into recession Q3 or Q4 2023.  2024 is a Presidential… https://t.co/Fd23ynIt4Z,0.5,0.5,positive
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV There shouldn't be a mild or all out recession the e… https://t.co/55j8IOb51O,0.5,0.3333333333333333,positive
One of those mixed signals regarding recession. These stocks should be rolling over ahead of an impending recession https://t.co/n91c9Ed1Y9,0.25,0.0,neutral
@HManoaa @EPBResearch The point is the market doesn’t price in a recession. You’ll just see a massive crash over a… https://t.co/NQRYgLOwUT,1.0,0.0,neutral
@Investingcom Powell is willing to cause the next Great Recession in order to bring inflation down,0.44722222222222224,0.22361111111111112,positive
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV History shows that a recession, in any degree, is fa… https://t.co/MGOqC274VF",0.0,0.0,neutral
"@johnfcarter How come in 6-8 months and what would cause them to expand ?  

I assume they will if there is a recession.",0.0,0.0,neutral
@KamalaHarris COMPLETE LIE! You have yet to come back to PRE PANDEMIC job levels...economy is inflationary with no… https://t.co/VXNfACHIwu,0.2,0.05,positive
"@joshtpm McCarthy has 2 choices:

--He can do the right thing and risk losing his speakership. Or...
--He can keep… https://t.co/wq5XqfWUl3",0.5357142857142857,0.2857142857142857,positive
@WSJ Does the Fed even care if it overshoots and creates yet another recession?,0.0,0.0,neutral
"@WSJ The War between #Spending, #Inflation &amp; Feds efforts to contain it.  Managed #Recession may suit the Fed but n… https://t.co/RlXi5Vdvhu",0.0,0.0,neutral
@RepNancyMace Nancy - did you realize that every time we balanced our budget a recession followed.   The US governm… https://t.co/SrePb3Y3XZ,0.0,0.0,neutral
@lady_annihilate I keep hearing of an impending recession - Not unlikely !!,0.5,0.25,positive
"@MacroVoices @ErikSTownsend @Ole_S_Hansen You predicted a bottom of 3K for the S&amp;P in this podcast, where do you se… https://t.co/KTERqjauHB",0.0,0.0,neutral
"I will be honest, i watch #mtp 

My thoughts are that media wants this presidential election to b about social issu… https://t.co/M5yZzGJEEW",0.35555555555555557,0.2777777777777778,positive
"@EndWokeness Hannity, a millionaire, used HUD to buy up houses that had been foreclosed on during Bush's recession...",0.0,0.0,neutral
Below is a chart showing the 10-year bond minus the 3-month yield. Each vertical green bar represents the duration… https://t.co/5yyARTyWuR,0.2,-0.15000000000000002,negative
"Policymakers may take action to try to mitigate the risk of a recession. However, the relationship between bond yie… https://t.co/zuycy2kXZw",0.1,0.1,positive
"This behavior can lead to reduced investment and spending, which can ultimately lead to a recession. When the 3-mon… https://t.co/WhI992jYJ7",1.0,0.0,neutral
"When short-term bond yields become higher than long-term bond yields, it's known as an ""inverted yield curve."" This… https://t.co/fQQL01HrH5",0.4000000000000001,0.06666666666666667,positive
"Did you know that the bond market can give us clues about the health of the #economy ?

Here’s how the 3-month and… https://t.co/TDdY1GaxGT",0.0,0.0,neutral
"@KamalaHarris Also create the highest inflation, created a recession. And common household goods unfordable.",0.5,-0.3,negative
@elonmusk @ImBreckWorsham @LHSummers @federalreserve @DavidWestin @BloombergTV Yes absolutely I agree 💯. The recess… https://t.co/qcsHhaFhjZ,0.9,0.2,positive
"Top economists predict credit crunch, commercial real estate meltdown - Markets Insider https://t.co/D66dXu9qkL",0.26666666666666666,0.2333333333333333,positive
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/2yGj2Hnn1g",0.5,0.5,positive
@Janiceperalta2 @Victorshi2020 If you think Joe Biden is on his a game you have never watched him. He is a dodderin… https://t.co/Hp7csbOuua,0.4,-0.4,negative
"Just the right cost of capital encourages progress, too little cost causes waste, too much and you hold back worthw… https://t.co/CasQvMZWzn",0.2471428571428571,0.01964285714285714,positive
@simonateba @JoeBiden Why should I be nice when my electricity bill and has DOUBLED and gas for my truck I use in b… https://t.co/YZgtBQd4Vy,1.0,0.6,positive
"@BobLoukas Chart needs to go up first, before we can call recession over ;-)",0.3333333333333333,0.25,positive
Crypto or CBDC #LUNC #LUNCcommunity #cryptonews #btc #eth #xrp #SHIB #news #inflation #Banking #recession… https://t.co/DJFkbd3WuF,0.0,0.0,neutral
"via @NYTimes The Long Demise of the Stretch Limousine
Once a symbol of affluence, the stretch limo has largely fall… https://t.co/TdEva9pGKt",0.41428571428571426,0.08214285714285713,positive
@mikejosephs70 @NEWSMAX Shall we look at  economy's between the two inflation mortgage vehicle interest rates and a… https://t.co/ZV4u9qncSA,0.0,0.0,neutral
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Powell said he want recession! Unless Biden doesn’t… https://t.co/K0Z6wfHTBl,0.0,0.0,neutral
"@PalmerReport You don't define the narrative.  Lets talk about his age, memory, speech, foreign policy, Hunter, Com… https://t.co/UzDAccZdUd",0.125,-0.125,negative
@TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Recession is simply the recession of gro… https://t.co/Gzu6zVK4kO,0.35714285714285715,0.0,neutral
@sekrah @TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV People have said recession is he… https://t.co/Y4d9z8BipV,0.0,0.0,neutral
"@FairCapitalismo @Silverb95453037 @mskpdbs No not exactly, we had a recession last year markets fell but if you rem… https://t.co/zEjxs3DGs5",0.15833333333333333,-0.0625,negative
"@Pledditor Consider that Bitcoin has likely been partly stuck right now due to rising rates, and the contraction in… https://t.co/Xqo5XOhRE5",0.6369047619047619,0.05357142857142857,positive
"@brett0583 @supertiredmom1 @POTUS https://t.co/4pIs0qzl1f
Bruh. Get real. What they print is just to replace what t… https://t.co/RwP3FcLHXE",0.30000000000000004,0.2,positive
"While a recession lies in wait created by government reckless money printing, an all-out effort to avoid the result… https://t.co/7QZ8egB1ZK",0.0,0.0,neutral
@TSLAFanMtl @elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Do you believe commodity prices are a re… https://t.co/F504NZkN3a,0.0,0.0,neutral
"Man with massive debt complains about interest rates going against him, looks to redefine recession to suit his nee… https://t.co/9oYCfKWIZ8",1.0,0.0,neutral
"He may be correct, but he needs to factor in the very latency that he refers to.  Any recession will begin in mid t… https://t.co/ngsfQoK3ZY",0.15,0.1,positive
@TheDemocrats is this a joke. I have never in my life been in such financial stress. i survived the great recession… https://t.co/v8h93pD116,0.4166666666666667,0.26666666666666666,positive
"@MeidasTouch @FPWellman Sounds like you are doing a good job, but if you cannot admit the damage done by the Biden… https://t.co/BiIdGSXgdF",0.6000000000000001,0.7,positive
"The next time Joe Biden lies to the American people about how great his economy is, just remember that Fed Chairman… https://t.co/uwjnEU4IjM",0.25,0.26666666666666666,positive
@greg16676935420 @eclairlaire No! I'll it for half that...it's the recession..,0.16666666666666666,-0.16666666666666666,negative
@RichardBruce8 @vixologist So you saying $VIX sustained sub 20 would assume start of next bull market and recession… https://t.co/bIcQJ2rdVq,0.0,0.0,neutral
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Elon, I don't get it.  How does an American bank, UB… https://t.co/kK1w1PttZT",0.0,0.0,neutral
"The US will suffer a recession – and don't expect the Fed to rescue stocks when that happens, top Macquarie economi… https://t.co/J9KWhfHR8i",0.5,0.5,positive
"Implement These Knowledgeable Ideas and Instruments to Recession-Proof Your Enterprise #implement #These
https://t.co/bdPy8uNyrO",0.0,0.0,neutral
"@DJLitton @CNN They'll rally around the recession that they caused.  They already don't care about that now, so it'… https://t.co/8cZHZh3uqr",0.0,0.0,neutral
@elonmusk @PacoG2021 @LHSummers @federalreserve @DavidWestin @BloombergTV Unfortunately they don’t care about a rec… https://t.co/INxs8sy2yq,1.0,-0.5,negative
@emrey35 @RepDonBacon What does Bacon care if he sends us into recession? He’s got a steady paycheck and healthcare… https://t.co/hIzhPuBiMR,0.5,0.16666666666666666,positive
@EzerRatchaga With the incoming recession and tension and probably energy shortage. They probably gonna cut the was… https://t.co/fPo80BHsmY,0.0,0.0,neutral
@PeterSchiff @PeterSchiff Why does the Fed have to be so confusing? All I know is that I have to keep my prices hig… https://t.co/ALWeXYFYxe,0.4,-0.3,negative
"Further rate hikes will trigger severe recession. Mark my words
Elon https://t.co/XSp1O16nZ3",0.5,0.0,neutral
"@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV ""Further rate hikes will trigger severe recession. M… https://t.co/TuM0YajwKq",0.5,0.0,neutral
Then the most important question is the duration of that severe recession? https://t.co/6UwZA8Qobq,0.75,0.45,positive
@TheDemocrats @JoeBiden There is a massive inventory reduction. Going on across all industries. Wal street is prepa… https://t.co/GxxVSO6amo,1.0,0.0,neutral
"Sanctions against Russia are quite 'successful'. Russia is less likely to have a recession. https://t.co/SyTkdPvZIw
https://t.co/SyTkdPvZIw",0.6722222222222222,0.19444444444444445,positive
Stocks need to get fucked soon with recession panics and Powell raising interest rates more #spy #qqq #spx,0.6,-0.04999999999999999,negative
"I'm a chef. 3 ingredients for a recession with 100% probability outcome 1.?
2.? 
3.?",0.0,0.0,neutral
@KamalaHarris Screenshot this for the recession,0.0,0.0,neutral
"@RpsAgainstTrump More people died of c19 under biden than Trump, and most were vaxed. ""Transformed the economy"" int… https://t.co/M2K3UN533Y",0.5,0.5,positive
"If you're worried about the economy, join me to discover the secret to thriving in the next recession. I will talk… https://t.co/0fkjBpSC4F",0.35,-0.2,negative
@News_By_Nick People must be hoarding it before the recession kicks!,0.0,0.0,neutral
"Agree; a recession seems highly probable at this point 
And that the fed was slow to hike and will likely be slow t… https://t.co/dXfIAmvrHa",0.585,-0.11000000000000001,negative
"@0xjustblaze Instead of mild recession, i'm expecting debt recession instead. People like Elon that own a ton of de… https://t.co/vROYMusoph",0.75,0.4666666666666667,positive
A lot of us Millennials were high schoolers looking ahead to college and college students about to graduate soon du… https://t.co/Bn9k7MUJXS,0.5399999999999999,0.16,positive
Recession indicator? 🤔 https://t.co/XbFqTyDYBK,0.0,0.0,neutral
@FT 4/2/23: #RECESSION / #DEPRESSION Big Stores &amp; #Businesses #CLOSING. #Massive #LAYOFFS from Big Techs &amp; other bu… https://t.co/B9mdbldcpA,0.39375000000000004,-0.03125,negative
Don't Expect the Fed to Rescue Stocks in a Recession: Macquarie Economist - Markets Insider https://t.co/d6bZuazAec,0.0,0.0,neutral
"@rabbicy @Karoleigh1 @NCMuscleCars001 @PalmerReport That’s not all. The unsecured border, record inflation, high ga… https://t.co/bEzXsaWfOn",0.5399999999999999,0.16,positive
"On Thursday, the U.S. Department of Commerce gave Wall Street its first glimpse of economic growth for the January-… https://t.co/kynxeDiUy5",0.26666666666666666,0.225,positive
Thank you @jimcramer for ruining a recession proof company https://t.co/5grIS7H8hi,0.0,0.0,neutral
@DonMiami3 How do you track probability of a recession?,0.0,0.0,neutral
"Government give easy loans to students for education. 
Banks give easy mortgages to buy houses.
But neither don't g… https://t.co/VQ9G2meL1y",0.8333333333333334,0.43333333333333335,positive
@arsibd @starkicus @FireBidenNow @ic_lib @6lennybravo @MaureenStroud @emilio97493490 @VictorJennpaul @cbeckj… https://t.co/SPiP9TMWnK,0.0,0.0,neutral
"https://t.co/OZRIAbuavT -   #recession #youtube #stockmarket  This segment originally aired on April 27, 2023. Circ… https://t.co/P5iiu5Vr4n",0.7,0.1,positive
"@SecMayorkas @StateDept The Southern Border is open , and is inundated  with illegals and you are proud ? WOW how u… https://t.co/PYZowdYsTV",0.625,0.225,positive
@WallStreetSilv He just managed to jinx a recession proof company!,0.0,0.0,neutral
"According to a McKinsey Global Research Report, the proportion of employees who would consider quitting without a n… https://t.co/0XcF7GrtWx",0.0,0.0,neutral
"#Bitcoin MOST Influencer's Bull-case NOT LEGIT!!
Here's legit arguments:
Bull:Emerging tech coupled, Descend M-chan… https://t.co/fwYxg1VnEA",0.5,0.5,positive
The Fed Says to Expect a Mild Recession -- but It Could Last 2 Years - The Motley Fool https://t.co/GoUeBDnmVR,0.48888888888888893,0.3111111111111111,positive
Everyone saying “recession” right now is going to be saying “depression” at 5% unemployment. Fade! https://t.co/8wKVrf2kPa,0.5357142857142857,0.2857142857142857,positive
"You can tell it’s a healthy economy when businesses,  banks fail, and no one even cares. The rest of us are still b… https://t.co/x5TGWlloQW",0.39999999999999997,0.0,neutral
How Will We Know If The US Economy Is In A Recession https://t.co/fKFvMZZCij,0.0,0.0,neutral
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV I believe Elon Musk is correct on this. Rate hikes w… https://t.co/kpH94WNiuF,0.0,0.0,neutral
@MandyBayle Do ye remember there was a recession in the middle of the whole thing?  Anyway there is too much entitl… https://t.co/WzFtGh9iY5,0.20000000000000004,0.13333333333333333,positive
